case,event,Resource,completeTime,Variant,Variant index,Rfp_id,Permit travel permit number,Task,OrganizationalEntity,RequestedAmount,Activity,Permit TaskNumber,Permit BudgetNumber,Permit ProjectNumber,Project,Permit OrganizationalEntity,Permit RequestedBudget,Cost Type,Permit id,Permit ActivityNumber,RfpNumber,id,org:role
request for payment 77877,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017-03-07 09:22:48.000,Variant 30,30,request for payment 77877,travel permit number 77876,task 77879,organizational unit 65463,348.8691213490007,activity 505,task 427,budget 12141,project 77396,project 503,organizational unit 65455,634.747984676654,0,travel permit 77875,UNKNOWN,request for payment number 77878,st_step 77886_0,PRE_APPROVER
request for payment 77877,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-03-13 11:30:21.000,Variant 30,30,request for payment 77877,travel permit number 77876,task 77879,organizational unit 65463,348.8691213490007,activity 505,task 427,budget 12141,project 77396,project 503,organizational unit 65455,634.747984676654,0,travel permit 77875,UNKNOWN,request for payment number 77878,st_step 77884_0,SUPERVISOR
request for payment 77877,Request Payment,SYSTEM,2017-03-21 14:18:44.000,Variant 30,30,request for payment 77877,travel permit number 77876,task 77879,organizational unit 65463,348.8691213490007,activity 505,task 427,budget 12141,project 77396,project 503,organizational unit 65455,634.747984676654,0,travel permit 77875,UNKNOWN,request for payment number 77878,rp_request for payment 77877_15,UNDEFINED
request for payment 77877,Payment Handled,SYSTEM,2017-03-23 17:30:45.000,Variant 30,30,request for payment 77877,travel permit number 77876,task 77879,organizational unit 65463,348.8691213490007,activity 505,task 427,budget 12141,project 77396,project 503,organizational unit 65455,634.747984676654,0,travel permit 77875,UNKNOWN,request for payment number 77878,rp_request for payment 77877_16,UNDEFINED
request for payment 185377,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-16 09:09:35.000,Variant 19,19,request for payment 185377,travel permit number 424,task 3445,organizational unit 65458,1303.0659897686348,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185378,st_step 185379_0,EMPLOYEE
request for payment 185377,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-16 09:10:17.000,Variant 19,19,request for payment 185377,travel permit number 424,task 3445,organizational unit 65458,1303.0659897686348,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185378,st_step 185380_0,SUPERVISOR
request for payment 185377,Request Payment,SYSTEM,2017-01-18 16:11:36.000,Variant 19,19,request for payment 185377,travel permit number 424,task 3445,organizational unit 65458,1303.0659897686348,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185378,rp_request for payment 185377_15,UNDEFINED
request for payment 185377,Payment Handled,SYSTEM,2017-01-23 17:32:19.000,Variant 19,19,request for payment 185377,travel permit number 424,task 3445,organizational unit 65458,1303.0659897686348,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185378,rp_request for payment 185377_16,UNDEFINED
request for payment 185342,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-16 09:16:14.000,Variant 19,19,request for payment 185342,travel permit number 424,task 3445,organizational unit 65458,1518.7061137391966,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185343,st_step 185344_0,EMPLOYEE
request for payment 185342,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-16 09:16:24.000,Variant 19,19,request for payment 185342,travel permit number 424,task 3445,organizational unit 65458,1518.7061137391966,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185343,st_step 185345_0,SUPERVISOR
request for payment 185342,Request Payment,SYSTEM,2017-01-18 16:10:58.000,Variant 19,19,request for payment 185342,travel permit number 424,task 3445,organizational unit 65458,1518.7061137391966,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185343,rp_request for payment 185342_15,UNDEFINED
request for payment 185342,Payment Handled,SYSTEM,2017-01-23 17:32:19.000,Variant 19,19,request for payment 185342,travel permit number 424,task 3445,organizational unit 65458,1518.7061137391966,activity 505,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185343,rp_request for payment 185342_16,UNDEFINED
request for payment 76396,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-17 10:24:51.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,st_step 76401_0,EMPLOYEE
request for payment 76396,Permit APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-17 10:25:19.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,st_step 76400_0,SUPERVISOR
request for payment 76396,Permit FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2017-01-17 13:17:01.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,st_step 76402_0,DIRECTOR
request for payment 76396,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-03-27 17:20:34.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,st_step 76403_0,EMPLOYEE
request for payment 76396,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017-03-27 17:21:31.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,st_step 76404_0,PRE_APPROVER
request for payment 76396,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-03-28 10:00:22.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,st_step 76405_0,SUPERVISOR
request for payment 76396,Request Payment,SYSTEM,2017-03-28 14:47:02.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,rp_request for payment 76396_15,UNDEFINED
request for payment 76396,Payment Handled,SYSTEM,2017-03-30 17:31:17.000,Variant 47,47,request for payment 76396,travel permit number 76395,task 53675,organizational unit 65463,886.0470285659228,activity 505,task 427,budget 6198,project 17911,project 503,organizational unit 65455,1522.4175748555376,0,travel permit 76394,UNKNOWN,request for payment number 76397,rp_request for payment 76396_16,UNDEFINED
request for payment 73039,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-18 20:59:18.000,Variant 8,8,request for payment 73039,travel permit number 73038,UNKNOWN,organizational unit 65458,1164.6352008598842,UNKNOWN,UNKNOWN,budget 475,UNKNOWN,project 503,organizational unit 65458,2125.3859018211238,0,travel permit 73037,UNKNOWN,request for payment number 73040,st_step 73043_0,EMPLOYEE
request for payment 73039,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-18 20:59:28.000,Variant 8,8,request for payment 73039,travel permit number 73038,UNKNOWN,organizational unit 65458,1164.6352008598842,UNKNOWN,UNKNOWN,budget 475,UNKNOWN,project 503,organizational unit 65458,2125.3859018211238,0,travel permit 73037,UNKNOWN,request for payment number 73040,st_step 73044_0,SUPERVISOR
request for payment 73039,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-19 20:35:15.000,Variant 8,8,request for payment 73039,travel permit number 73038,UNKNOWN,organizational unit 65458,1164.6352008598842,UNKNOWN,UNKNOWN,budget 475,UNKNOWN,project 503,organizational unit 65458,2125.3859018211238,0,travel permit 73037,UNKNOWN,request for payment number 73040,st_step 73046_0,EMPLOYEE
request for payment 73039,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-19 20:37:34.000,Variant 8,8,request for payment 73039,travel permit number 73038,UNKNOWN,organizational unit 65458,1164.6352008598842,UNKNOWN,UNKNOWN,budget 475,UNKNOWN,project 503,organizational unit 65458,2125.3859018211238,0,travel permit 73037,UNKNOWN,request for payment number 73040,st_step 73045_0,SUPERVISOR
request for payment 73039,Request Payment,SYSTEM,2017-01-20 12:14:28.000,Variant 8,8,request for payment 73039,travel permit number 73038,UNKNOWN,organizational unit 65458,1164.6352008598842,UNKNOWN,UNKNOWN,budget 475,UNKNOWN,project 503,organizational unit 65458,2125.3859018211238,0,travel permit 73037,UNKNOWN,request for payment number 73040,rp_request for payment 73039_15,UNDEFINED
request for payment 73039,Payment Handled,SYSTEM,2017-01-23 17:32:19.000,Variant 8,8,request for payment 73039,travel permit number 73038,UNKNOWN,organizational unit 65458,1164.6352008598842,UNKNOWN,UNKNOWN,budget 475,UNKNOWN,project 503,organizational unit 65458,2125.3859018211238,0,travel permit 73037,UNKNOWN,request for payment number 73040,rp_request for payment 73039_16,UNDEFINED
request for payment 76424,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-18 22:32:21.000,Variant 8,8,request for payment 76424,travel permit number 76423,UNKNOWN,organizational unit 65476,3216.9967676893957,UNKNOWN,UNKNOWN,budget 3712,UNKNOWN,project 503,organizational unit 65455,5086.795821080103,0,travel permit 76422,activity 7905,request for payment number 76425,st_step 76428_0,EMPLOYEE
request for payment 76424,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-18 22:32:35.000,Variant 8,8,request for payment 76424,travel permit number 76423,UNKNOWN,organizational unit 65476,3216.9967676893957,UNKNOWN,UNKNOWN,budget 3712,UNKNOWN,project 503,organizational unit 65455,5086.795821080103,0,travel permit 76422,activity 7905,request for payment number 76425,st_step 76429_0,SUPERVISOR
request for payment 76424,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-20 19:49:01.000,Variant 8,8,request for payment 76424,travel permit number 76423,UNKNOWN,organizational unit 65476,3216.9967676893957,UNKNOWN,UNKNOWN,budget 3712,UNKNOWN,project 503,organizational unit 65455,5086.795821080103,0,travel permit 76422,activity 7905,request for payment number 76425,st_step 76430_0,EMPLOYEE
request for payment 76424,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-20 19:49:18.000,Variant 8,8,request for payment 76424,travel permit number 76423,UNKNOWN,organizational unit 65476,3216.9967676893957,UNKNOWN,UNKNOWN,budget 3712,UNKNOWN,project 503,organizational unit 65455,5086.795821080103,0,travel permit 76422,activity 7905,request for payment number 76425,st_step 76431_0,SUPERVISOR
request for payment 76424,Request Payment,SYSTEM,2017-02-10 11:31:02.000,Variant 8,8,request for payment 76424,travel permit number 76423,UNKNOWN,organizational unit 65476,3216.9967676893957,UNKNOWN,UNKNOWN,budget 3712,UNKNOWN,project 503,organizational unit 65455,5086.795821080103,0,travel permit 76422,activity 7905,request for payment number 76425,rp_request for payment 76424_15,UNDEFINED
request for payment 76424,Payment Handled,SYSTEM,2017-02-13 17:32:18.000,Variant 8,8,request for payment 76424,travel permit number 76423,UNKNOWN,organizational unit 65476,3216.9967676893957,UNKNOWN,UNKNOWN,budget 3712,UNKNOWN,project 503,organizational unit 65455,5086.795821080103,0,travel permit 76422,activity 7905,request for payment number 76425,rp_request for payment 76424_16,UNDEFINED
request for payment 73258,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-01-19 13:33:36.000,Variant 30,30,request for payment 73258,travel permit number 73257,task 15842,organizational unit 65463,394.61908663084256,activity 505,task 427,budget 899,project 8761,project 503,organizational unit 65455,891.0753569083543,0,travel permit 73256,UNKNOWN,request for payment number 73259,st_step 73262_0,EMPLOYEE
request for payment 73258,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-01-19 13:33:38.000,Variant 30,30,request for payment 73258,travel permit number 73257,task 15842,organizational unit 65463,394.61908663084256,activity 505,task 427,budget 899,project 8761,project 503,organizational unit 65455,891.0753569083543,0,travel permit 73256,UNKNOWN,request for payment number 73259,st_step 73263_0,SUPERVISOR
request for payment 73258,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017-03-06 16:20:35.000,Variant 30,30,request for payment 73258,travel permit number 73257,task 15842,organizational unit 65463,394.61908663084256,activity 505,task 427,budget 899,project 8761,project 503,organizational unit 65455,891.0753569083543,0,travel permit 73256,UNKNOWN,request for payment number 73259,st_step 73265_0,EMPLOYEE
request for payment 73258,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017-03-06 16:21:33.000,Variant 30,30,request for payment 73258,travel permit number 73257,task 15842,organizational unit 65463,394.61908663084256,activity 505,task 427,budget 899,project 8761,project 503,organizational unit 65455,891.0753569083543,0,travel permit 73256,UNKNOWN,request for payment number 73259,st_step 73266_0,PRE_APPROVER
request for payment 73258,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017-03-06 16:29:18.000,Variant 30,30,request for payment 73258,travel permit number 73257,task 15842,organizational unit 65463,394.61908663084256,activity 505,task 427,budget 899,project 8761,project 503,organizational unit 65455,891.0753569083543,0,travel permit 73256,UNKNOWN,request for payment number 73259,st_step 73264_0,SUPERVISOR
request for payment 73258,Request Payment,SYSTEM,2017-03-07 10:28:45.000,Variant 30,30,request for payment 73258,travel permit number 73257,task 15842,organizational unit 65463,394.61908663084256,activity 505,task 427,budget 899,project 8761,project 503,organizational unit 65455,891.0753569083543,0,travel permit 73256,UNKNOWN,request for payment number 73259,rp_request for payment 73258_15,UNDEFINED
